id,tweet,date
1400119512033267715,"#kazofmupdates
covax facility, an initiative set up to ensure equitable access to covid-19 vaccines is to commence an exercise of supplying moderna vaccine. https://t.co/q5vpuoslod",2021-06-02 15:57:59+00:00
1400422014469484545,"covid-19 vaccines are not interchangeable! if you received a pfizer or moderna covid-19 vaccine, you should get the same product for your second shot. #gotmyshotpa https://t.co/ejwqujawfm",2021-06-03 12:00:01+00:00
1400817144657551361,"2)in april and may 2021, vaers received an upsurge in reports of incidents of cardiac inflammation (myocarditis and pericarditis) following the jab in the us. these cases have largely been documented in teens/ young adults after jab w/ the pfizer and moderna covid-19 shots.",2021-06-04 14:10:07+00:00
1400410517794181125,"govt in talks with with pfizer, j&amp;j, moderna to source, locally manufacture covid-19 vaccines https://t.co/pdybyvbdwi",2021-06-03 11:14:20+00:00
1400288504110718976,@vaxhunterscan prime medical pharmacy is giving moderna vaccine. first doses and eligible second doses welcome. call today or walk in. 905-615-9532.,2021-06-03 03:09:30+00:00
1399593759722115075,cipla seeks fast-track approvals for moderna’s single-dose covid-19 booster in india | news – times of india videos https://t.co/rrwetnty8w,2021-06-01 05:08:50+00:00
1399734110894100489,moderna applies for full fda approval for its covid-19 vaccine https://t.co/esas7m8kwk,2021-06-01 14:26:32+00:00
1399607906467729410,"“the approved vaccines are pfizer-biontech, moderna, oxford-astrazeneca, and johnson &amp; johnson.”
what about sinopharm? 😳 most of abudhabi has got that! https://t.co/ynhrlhhxys",2021-06-01 06:05:03+00:00
1400336370472833029,moderna starts application for full u.s. approval of covid-19 vaccine – reuters https://t.co/jvriq9m68h,2021-06-03 06:19:42+00:00
1400321817106018309,"foreign vaccine-makers pfizer and moderna have also set this as a key condition for supplies to india
#covid19 #vaccine #sii #covisheild #india #odishabytes #odishabytesnews 
https://t.co/g6csljjoji",2021-06-03 05:21:52+00:00
1401352156037324803,global pandemic treaty sought to vaccinate world; moderna seeks full fda approval for vaccine: latest https://t.co/xmb800chpt #breakingnews,2021-06-06 01:36:04+00:00
1400234773398921219,here's how digital infrastructure helped @moderna_tx speed its covid-19 vaccine to market. https://t.co/13ftbekfwj #innovation #corporateinnovation #vaccine #covid19,2021-06-02 23:35:59+00:00
1399664565718192132,@tnamcot better approve #pfizervaccine or #moderna .,2021-06-01 09:50:11+00:00
1400376208613789703,the messenger rna technology used to make moderna's and pfizer/biontech's wildly successful coronavirus vaccines is… https://t.co/awegp44h3m,2021-06-03 08:58:00+00:00
1399725231506403338,"#moderna is asking full #fda approval for its #covid19 jab
https://t.co/mt4ubznbr0",2021-06-01 13:51:15+00:00
1400898583151484930,"starting monday june 7, @regionwaterloo will accept requests for earlier 2nd dose #covid19vaccine  appointments for adults 70+ &amp; individuals who received their first dose of an mrna vaccine (pfizer or moderna) on or before april 18! let's do this! https://t.co/yu5ppuzjx3",2021-06-04 19:33:44+00:00
1399854567098142724,"the mrna technology used to make pfizer's and moderna's successful coronavirus vaccines may be new to the public, but it's a technology researchers have been betting on for decades. https://t.co/urt30ajqhy",2021-06-01 22:25:11+00:00
1400950510304350219,"lonza and moderna announce further collaboration for drug substance manufacturing of covid-19 vaccine moderna in the netherlands https://t.co/b3xereqgll 
lonza announced the expansion of its collaboration with moderna. the expanded collaboration will further extend the manufact… https://t.co/0j1ugfn4ir",2021-06-04 23:00:04+00:00
1399798718405103616,"@chinadaily vaccines which have got emergency use approval from #who:
 - biontech/pfizer 🇩🇪🇺🇸 
 - astrazeneca 🇬🇧
 - johnson &amp; johnson 🇺🇸
 - moderna 🇺🇸
 - sinopharm 🇨🇳
 - sinovac 🇨🇳 (🆕)
https://t.co/x0wzxcnsds",2021-06-01 18:43:16+00:00
1400082281822314501,"[on] ottawa 18+
moderna clinic
1800 bank street, ottawa, on, k1v 7y6
please email vaccine@recovery.care to book your appointment.
#ottawa
2nd dose for 80+ #vhcdose2 #covid19on #vhcon https://t.co/8pogbz2grz",2021-06-02 13:30:02+00:00
1400074722692407301,"15. delhi govt. dy cm sisodia asks goi to talk to moderna and pflzer for vaccine  import.

16. moderna and pflzer refuse to supply vaccine to individual indian states and said that they will deal only with government of india.",2021-06-02 13:00:00+00:00
1400585958769242113,"to date, 3,426,827 doses of pfizer-biontech, moderna and astrazeneca covid-19 vaccines have been administered in bc, 229,585 of which are second doses. https://t.co/b3sszh7gye 
2/2",2021-06-03 22:51:28+00:00
1399744247402840064,"[on] renfrew 18+ 💫💫💫💫
(moderna vaccine)
980 o'brien road, r.r. #1
https://t.co/rlr3xx80tc
walmart #shotgirlsummer #ottawa #covid19on #vhcon",2021-06-01 15:06:49+00:00
1399798922676211715,"[on] 🥳 scarborough 🥳
💉 1st dose: 18+
💉 2nd dose: 80+
🗺️ orton park pharmacy: 136 orton park rd., scarborough on m1g 3h1
🌟 40 moderna doses 🌟 available by appointment 🗓️
📧 email: ortonstaff@gmail.com
📞 phone: 416-439-7222 #vhcdose2 #covid19on #vhcon",2021-06-01 18:44:04+00:00
1399818600161087497,*moderna announces agreement with thermo fisher scientific for fill/finish manufacturing of moderna's covid-19 vaccine. $mrna $tmo,2021-06-01 20:02:16+00:00
1400125581308710921,"@1wmcsc @dennisnahas @briandeesenec @whcos ""canada also signed an agreement with chinese vaccine-maker cansino for a vaccine trial, but that deal fell apart. 

critics have accused the federal government of failing to move swiftly to secure agreements with the likes of pfizer and moderna because it was focused on...",2021-06-02 16:22:06+00:00
1400232356972224516,"@donnchadhol 
@whitmorejen  as no one is taking the vaccine and maternity seriously can you find out why isn’t pfizer-biontech not being used. my wife wanted vaccine but didn’t want moderna as who claimed wasn’t safe only earlier this year.  cheers",2021-06-02 23:26:23+00:00
1399752259165057026,latest: moderna has asked the fda for a full approval of its #covid19 vaccine. likely to take months. pfizer filed for full approval a few weeks ago.,2021-06-01 15:38:39+00:00
1400991642354470915,@ahs_media  can you publish vaccine effectiveness data for astrazeneca like you do for moderna and pfizer in the link below.  https://t.co/7vjs8yiqpm,2021-06-05 01:43:31+00:00
1400933897282543618,pfizer increasing vaccine shipments as canada appeals to u.s. to help with moderna https://t.co/pkx2kjw2fr,2021-06-04 21:54:03+00:00
1401192368125140994,@labyrinthweaver moderna both shots.  still wear my mask because i live in an area where many do not wear masks and don't believe in vaccines.,2021-06-05 15:01:08+00:00
1400447630333915138,"hey @onthealth, any info on mixing mrna vaccines in pregnancy? how will you prioritize the safety of pregnant people who got 1st dose moderna and are currently ineligible for dose 2, despite expected shortages?",2021-06-03 13:41:48+00:00
1400400826171068419,nummer 1 #gevaccineerd #moderna https://t.co/jqluu6tt4z,2021-06-03 10:35:49+00:00
1399599336619614208,"seeking fast-track approvals to bring moderna's single-dose #covid19 booster vaccine in india expeditiously, #cipla has requested the government for indemnification &amp; exemptions.

@cipla_global @moderna_tx

https://t.co/jaz1qwlxry",2021-06-01 05:30:59+00:00
1401314796855652360,study compares pfizer and moderna mrna vaccine-elicited response to sars-cov-2 variants https://t.co/tfs04gvfue,2021-06-05 23:07:37+00:00
1399845085190176779,moderna applies for full approval for its vaccine https://t.co/fcecvgfnwx,2021-06-01 21:47:30+00:00
1400284026745745409,"moderna gearing up to halve the dose of its covid-19 vaccine so that it can also be used to inoculate children

https://t.co/d45hswt5w0",2021-06-03 02:51:42+00:00
1399825076028116992,"the province says anyone who has received a first dose of pfizer or moderna can now choose a second dose of either pfizer or moderna. while anyone who has received a first dose of the astrazeneca vaccine can now receive a second dose of astrazeneca, pfizer or moderna",2021-06-01 20:28:00+00:00
1400678777584185347,"u.s unveils its own version of 'vaccine maitri', to donate 25 million stockpiled doses of pfizer,moderna,jj but no clarity yet on 60 million unused az vaccines https://t.co/wgmm4bc32e via @swarajyamag",2021-06-04 05:00:18+00:00
1399957931475488768,"i feel like i've been hit by a moderna truck lol.

working till 2am didn't help this condition either but boy oh boy. call me bucky because i feel like my entire left arm is about to fall off.

i'd juat drink some painkillers and get to work but that'd affect the vaccine :/",2021-06-02 05:15:55+00:00
1399692469432881157,"canada to recommend mixing and matching astrazeneca, pfizer and moderna #covid19 vaccines https://t.co/t2h18knqtx via @adamsmiller",2021-06-01 11:41:04+00:00
1399819090760454145,$mrna $tmo moderna announces agreement with thermo fisher scientific for fill/finish manufacturing of moderna's covid-19 vaccine,2021-06-01 20:04:13+00:00
1400291801513091074,"goi may grant indemnity to #pfizer and #moderna

indian government is expected to grant vaccine manufacturers pfizer and moderna a concessional request of legal protection from any claims linked to the use of their covid-19 vaccines in india. 
source: mosw-edumo",2021-06-03 03:22:36+00:00
1399725720012791809,"moderna seeks full fda approval for vaccine; california, maryland latest states to meet biden's july 4 goal: latest covid-19 updates https://t.co/zor9mu9xtg",2021-06-01 13:53:11+00:00
1400537147778666501,moderna announces agreement to supply the republic of botswana with its covid-19 vaccine - yahoo finance https://t.co/hianiqu57t via @googlenews,2021-06-03 19:37:31+00:00
1400661378545831936,"@abhilaash_s @wanserirahayu @khairykj cheapest vaccine is probably az. they are selling at cost price. and if there malaysian company or states who wish to import moderna, they can do so. they can submit to npra for approval and federal government is willing to help. kj explained during a joint pc with penang cm.",2021-06-04 03:51:10+00:00
1400442603129040899,should not the vaccine cost free? wtf is that nearly $170 for moderna?,2021-06-03 13:21:50+00:00
1399984124832612353,moderna partners with thermo fisher to scale up covid-19 vaccine production https://t.co/dbobjvaewx via @timesofindia,2021-06-02 07:00:00+00:00
1401682189671038978,@new_allyo team moderna fully vaccinated but since i'm stage 4 metastatic melanoma i'm immune deficient. i have to act like i don't have the vaccine. #teammaderna #teamsavinglives,2021-06-06 23:27:30+00:00
1400562616443891712,"henry says there are some issues with supply of moderna vaccine throughout this month. 

she says officials are doing their best to offer moderna if you've received it, but when not possible, pfizer will be offered as an alternative.",2021-06-03 21:18:43+00:00
1400458528368648192,"@adr ""if you got an mrna vaccine (pfizer or moderna) for your first dose, you should get an mrna vaccine for your second dose to become fully vaccinated...",2021-06-03 14:25:07+00:00
1400842229816647690,"➡️ every day, pfizer and johnson &amp; johnson vaccine events at lakewood town center in lakewood.
➡️ mondays, wednesdays and fridays, moderna and johnson &amp; johnson vaccine events at hilltop regional health center in tacoma.",2021-06-04 15:49:48+00:00
1400538995080245255,"appointments are available for the moderna vaccine in #piscataway! use the @middlesexcntynj system to make an appointment for this wednesday, june 9th at 1 ericsson drive: https://t.co/o1l6tumbq7 https://t.co/fyvcbimyju",2021-06-03 19:44:51+00:00
1401573055965675522,"@tuliodna also, why hasn’t any country started to manufacture moderna’s vaccine? the company said in october 2020 that they won’t enforce their patents. ceo has said that no one has approached them since. are we sure these are not smoke screens for state failures?",2021-06-06 16:13:51+00:00
1399773757116276737,moderna files for full u.s. approval of covid-19 vaccine https://t.co/seoyu38wqc,2021-06-01 17:04:04+00:00
1399721687483097089,"@natashafatah az is a viral vector based vaccine with pfizer and moderna use mrna, two different technologies wouldn’t that be like mixing oil and water??",2021-06-01 13:37:10+00:00
1400413396479131649,"israel developed covid 19 vaccine smuggle into the us in benjamin netanyahu and sara dirty laundry as they visited the white house jan/2020. quebec, toronto issues bogoch, dr. loh, warner, williams, uk, eu, spain, naci, health canada, us fda, cdc, astrazeneca, pfizer, bc moderna https://t.co/1qcggznenw",2021-06-03 11:25:46+00:00
1400433415514644487,"get your covid vaccine moderna at loblaw pharmacy at 85 steeles ave west brampton  call 9054519987
first dose 18 plus and second dose for 80 plus or who is eligible due to medical conditions or occupation",2021-06-03 12:45:19+00:00
1399727532652511239,"moderna has officially filed for full approval from the fda for its two-dose covid-19 vaccine. the vaccine currently has emergency use authorization.
https://t.co/pisudc8wgl",2021-06-01 14:00:24+00:00
1400126466591924226,"whole house has one dose of vaccine: two of us belong to house pfizer, one to house moderna. grands are also vaccinated (one dose, second coming up): two house moderna, two house pfizer. former nanny/roomy is house az. #getvaccinated",2021-06-02 16:25:37+00:00
1399945815083261956,ready to give emergency use authorisation to  pfizer and moderna vaccine: sources https://t.co/zkhkmoqzof,2021-06-02 04:27:46+00:00
1400632923389263873,"edina monsoon. spent lockdown redecorating her house. twice. booked a week at a vaccine retreat to receive the madonna vaccine, although it was actually moderna. https://t.co/yv7q11yezr",2021-06-04 01:58:06+00:00
1400127869444149248,"special thanks to:⤵️
dr. kizzmekia ""kizzy"" corbett, a black virologist who helped develop moderna's vaccine.
#strongblackwomen @kizzyphd 
https://t.co/eh6hs0xwcv",2021-06-02 16:31:11+00:00
1400849355083448321,"az, pfizer &amp; moderna vaccines all have similar benefit/harm ratios, but pfizer has a better &amp; more aggressive marketing campaign. which probably explains why its vaccine costs more than the others. https://t.co/lxyv3wt2yu",2021-06-04 16:18:07+00:00
1399635962146299909,vaccinated! #moderna #covid19,2021-06-01 07:56:32+00:00
1400425013791150083,"cvs covid vaccine appointments update (#netde) 

new castle county 

telegraph rd, wilmington (moderna)
thurs jun 3 - sat jun 5
mon jun 7 - thurs jun 17 

concord pike, wilmington (pfizer)
thurs jun 3 - sat jun 12
mon jun 14",2021-06-03 12:11:56+00:00
1400142825845633035,"@sue19986945 @cp24 moderna, the oxford astrazeneca and j&amp;j vaccines are only licenced for those aged 18+ and school staffers are already eligible.",2021-06-02 17:30:37+00:00
1400583653441388544,@ladytide228 no problem except some local discomfort and swelling for 1 day after getting the moderna vaccine. took 1 tylenol and felt fine after both doses.,2021-06-03 22:42:19+00:00
1399599918243663873,"pharmaceutical companies such as @spybiotech, @vbivaccines, @moderna_tx, @takedapharma, and others are among the #companies developing new #drugcandidates to improve the #cytomegalovirusinfection #pipeline landscape.
learn more: https://t.co/li6jhyutrp https://t.co/u42rbuyerv",2021-06-01 05:33:18+00:00
1399759685054517248,"also: persons who received a first dose of an mrna vaccine (pfizer or moderna) should be offered the same mrna vaccine for their second dose. if the same mrna vaccine is not readily available or unknown, another mrna vaccine can be considered interchangeable #onpoli #cdnpoli https://t.co/mmfyomuxqx",2021-06-01 16:08:09+00:00
1400090474652778497,"middlesex county is hosting a mobile vaccine clinic today, wednesday, june 2nd from 10 am - 1 pm at the new brunswick youth sports complex!

type of vaccine: moderna 
who's eligible? those 18 years of age and older 
for more information call, 732-745-3100

#getvaccienatedcovid19 https://t.co/dahlkwmkz3",2021-06-02 14:02:36+00:00
1400749954084139010,i urge shri @drhvoffice to immediately prioritize vaccinations for pregnant women. vaccines like pfizer and moderna (that are known to be safe for pregnant women) should be made available in india #pregandcovid - sign the petition! https://t.co/icoadc2me7 via @changeorg_india,2021-06-04 09:43:08+00:00
1400157489094660101,"the only drug that comes after free beer is roofies, not moderna vaccines @dloesch @indio_radio",2021-06-02 18:28:53+00:00
1400129123876360196,$mrna: moderna shares +4% after it signed a long-term agreement for the supply of covid-19 vaccine earlier https://t.co/hjbeufaddx,2021-06-02 16:36:10+00:00
1400199592445087747,moderna to double eu vaccine manufacturing with new dutch site https://t.co/bqm2xxkq27 via @politico,2021-06-02 21:16:11+00:00
1400160979791630342,"@potus if we got our second moderna vaccine april 18th, are we still eligible?",2021-06-02 18:42:45+00:00
1400445675297464320,"the messenger rna technology used to make moderna's and pfizer/biontech's successful coronavirus vaccines is being tested not only in other vaccines, but as a cancer treatment, gene therapy and more. (via cnn) https://t.co/gqoujogzu7",2021-06-03 13:34:02+00:00
1400499794460696582,hmmm is quid pro quo joe paying back pfizer / moderna with the hard sell of vaccines ?? payback for holding out on the vaccine development info until after the election ?,2021-06-03 17:09:05+00:00
1400362429117190148,"#unicef reaches coronavirus vaccine supply agreement with #moderna .

#covid19 #coronavirus #covidvaccine #vaccine",2021-06-03 08:03:15+00:00
1399847286012661764,"as of today, businesses can reopen to 100% capacity &amp; social distancing is no longer required. masks do not need to be worn by those who received the covid-19 vaccine (1 dose for janssen and two doses for moderna and pfizer) and it has been two weeks since the final dose.",2021-06-01 21:56:15+00:00
1400182370578296836,"moderna /pfizer objections
1) indemnity 
2) trials 
3) custom duty?😡😡😡
i cant believe that centre govt is thinking to charge custom duty on vaccines😡😡😡
ppl will support govt for first 2 points but custom duty ? that on vaccines? what a madness 😡😡😡😡😡😡

@oommen https://t.co/ituijfyiyz",2021-06-02 20:07:45+00:00
1399853993216540674,"@deemagicgurl me, i get them random, they are light and quick headaches 😑 i got moderna vaccine",2021-06-01 22:22:54+00:00
1400933393827725316,pfizer increasing vaccine shipments as canada appeals to u.s. to help with moderna https://t.co/hyusuc74rz,2021-06-04 21:52:03+00:00
1399608411822624769,"@reuters comparing vaccines:
country of origin,
safety,
doses, 
price,
efficacy, and approval. 

pfizer, johnson &amp; johnson, moderna, astrazeneca, sputnik v, sinopharm, bharat biotech (covaxin), medicago (covlp) https://t.co/w8ghrjue4r",2021-06-01 06:07:03+00:00
1400023724393336836,"alert: israel sees probable link between pfizer vaccine and myocarditis cases, 
@cdc group last month recommended further study of the possibility of a link between myocarditis and mrna vaccines,which include those from #pfizer and #moderna
source: @the_hindu",2021-06-02 09:37:21+00:00
1399733742923620353,"moderna seeks full fda approval for covid-19 vaccine

https://t.co/iy6q8okk5p",2021-06-01 14:25:04+00:00
1400474918899310605,"@thisoldhowse @l_stone 🙄 i eas on the booking site for one of the hospitals this past week and in tuesday they had hundreds of appointments available. went with my wife for her 2nd moderna vaccine and people were standing around, spaces available.",2021-06-03 15:30:14+00:00
1399757928190545923,"when the final phase 3 data came out last november showing the mrna vaccines made by pfizer/biontech and moderna were more than 90% effective, dr. anthony fauci had no words. he texted smiley face emojis to a journalist seeking his reaction
https://t.co/e5iltm9abm",2021-06-01 16:01:10+00:00
1401053591557787649,"@heidiwizenberg @dfisman useful lay article: ""the pfizer-biontech and moderna vaccines 'can be considered interchangeable' between the first and second doses, canada's advisory committee on immunization says in its recommendations that were updated this week."" https://t.co/4sy58ox5ji",2021-06-05 05:49:41+00:00
1399823262918582276,$tmo - moderna inks covid-19 vaccine manufacturing agreement with thermo fisher https://t.co/wtqk9wvpqe,2021-06-01 20:20:47+00:00
1401150310727360512,"@coopspeak @michaelcoren williamson had both doses of the moderna vaccine and she was for contact tracing, testing and the vaccine back last february. nothing like wolf at all.",2021-06-05 12:14:00+00:00
1400195592375083009,"@shawnriffraff @realcandaceo even she doesnt say shes the creator. she made many important contributions to the moderna vaccine, but she herself says that it was a giant collaborative effort. 

watch her appearance on twiv. she's awesome on it.",2021-06-02 21:00:18+00:00
1399966009855942661,"@somnath1978 problem is we based our policy on sii commitments and it’s deals. given adar declared he will supply half of his produce to india, and his vaccines were covishield and novavax, we have gone for those.also the pressure to secure novavax is less than pfizer moderna cornered by west",2021-06-02 05:48:01+00:00
1400112469478150154,"vaccination against covid-19 is underway across the world. but some have questions about its safety, side effects and eligibility. we attempt to tackle some of these questions. read on - https://t.co/ttcy0fdqxy

#covidvaccine @moderna_tx @pfizer @astrazeneca https://t.co/l14ntdywiv",2021-06-02 15:30:00+00:00
1400431364059676676,"@ppaulcharles @thepcagency why is qatar still red? only used moderna or pfizer vaccine. 50 cases per 100k in the last 7 days. the airport is super quiet and with less the 1m passing through, it can hardly he described as a hub atm. many brits want to return home for the summer, even with an amber listing",2021-06-03 12:37:10+00:00
1400098550927798273,"@lukegodfrey19 fight fight whoever you may be, we are moderna vaccine fc and we’ll dose you up, whoever you may be, coz we are moderna vfc!",2021-06-02 14:34:41+00:00
1401356382385983488,@realkevinnash well shows what you know the only one that's actually a vaccine is johnson &amp; johnson. moderna and pfizer are actually experimental gene therapy have fun with that.....,2021-06-06 01:52:52+00:00
1400698868904337411,"s'pore boy, 16, wrongly given moderna covid-19 vaccine meant for those 18 and above https://t.co/grhsu380gs",2021-06-04 06:20:08+00:00
1400150472934277126,i have a vaccine appt next week but i wanna get it over with maybe ill ask around today to see if anyone has a moderna or pfizer.. i have a heart condition so j&amp;j not looking so good,2021-06-02 18:01:00+00:00
1399834350657716230,"vaccine appointments are available at

rite aid pharmacy (moderna)
144-29 northern boulevard, queens, ny, 11354

https://t.co/lkzvz9nicd",2021-06-01 21:04:51+00:00
1399837013751197696,$mrna $tmo moderna announces agreement with thermo fisher scientific for fill/finish manufacturing of moderna’s covid-19 vaccine | business wire https://t.co/m6a5vqtpws,2021-06-01 21:15:26+00:00
1400189377796521988,"am i the only human being that’s got the moderna vaccine?? 
am i gonna die?",2021-06-02 20:35:36+00:00
1400245310815969281,"🧪 vaccines used globally

moderna (contd.):
🇵🇸 ps 🇶🇦 qa 🇷🇴 ro 🇷🇼 rw 🇸🇬 sg 🇺🇸 us",2021-06-03 00:17:52+00:00
1399677882889297920,updated 8:21 am wednesday -- connecticut publishes moderna covid vax ingredients: deadly poison  https://t.co/jizqgklo8f,2021-06-01 10:43:06+00:00
1400456416838635528,"@randpaul i will be that person when we find out more about the adverse reactions to the vaccines. i am not anti-vaccine. full-transparency and #informedconsent. 4 1/2 months post 1 dose moderna and have tinnitus, tingling, twitching and vertigo.",2021-06-03 14:16:43+00:00
1400674148196655108,guess waiver of ips shouldn't be delayed any further. pfizer and moderna vaccine needs to go global over any other vaccine #covidindia #covidvaccination https://t.co/ihqtponhmd,2021-06-04 04:41:54+00:00
1400961720672296960,@itvnews if you investigated j&amp;j and moderna- what level of antibodies do those vaccines illicit vs the delta variant? looks to me like pfizer competitors want to ensure their vaccines appear superior to pfizers. i bet moderna is comparable to pf vs delta. jj may be initially higher.,2021-06-04 23:44:37+00:00
1399673721577689088,#odisha health minister in his letter to union health minister highlighted that #covid19 vaccine-makers like #pfizer &amp; #moderna are concerned about indemnity-related issues &amp; that they require centre-level statutory clearances to provide vaccines.,2021-06-01 10:26:34+00:00
1401663780724133890,"@denutrients @warrenmc71 well, i'm old af, so i may or may not survive the decade, but pretty sure that if i croak it won't be from either covid or the moderna vaccines that we so happily received.",2021-06-06 22:14:21+00:00
1399743362543099905,moderna officially seeking fda approval for its covid-19 vaccine https://t.co/lnubjljipd,2021-06-01 15:03:18+00:00
